"""year""",1981,"""value""",41.91
"""year""",1984,"""value""",38.88
"""year""",1987,"""value""",34.65
"""year""",1990,"""value""",34.82
"""year""",1993,"""value""",33.37
"""year""",1996,"""value""",28.73
"""year""",1999,"""value""",28.02
"""year""",2002,"""value""",25.3
"""year""",2005,"""value""",20.45
"""year""",2008,"""value""",17.82
"""year""",2010,"""value""",15.55
"""year""",2011,"""value""",13.5
"""year""",2012,"""value""",12.41
"""year""",2013,value,10.67
